"NUMBER","OCHN","MEANING","CHARACTER","FANQIE","MODERN","MCHN","GO","KANON","JAP","JIANCHUAN","DALI","BIJIANG","VIET","DOC","SHIJING","SHUOWEN","COMMENT","KARLGREN","STIBET"
 731,"kraÑ","hill; capital city","¨Ê","","jing 1","k²iÑ","","","","","","","", 476,"50.2_","","","0755 a-c",2220
 732,"laÑ","to feign, deceive [LZ]","¨Ë","","yang 2","jaÑ","","","","","","","",   0,"","","","0732 e",   0
 733,"ýôj","to lean on, rely on, depend on","¨Ì","","yi 1","ýÆj","","","","","","","y", 477,"","","Also used for a homonymous *ýôj '(perhaps:) be fertile'.","0550 f",2107
 734,"d(h)ô(ý)s","to accompany, wait upon","¨Í","","shi 4","ú±ÆÛ","","","","","","","",   0,"","","","0961 x", 486
 735,"kr¹","good [LZ]","¨Î","","jia 1","k²Ü","","","","","","","", 478,"","","","0879 n",   0
 736,"srôý","to send, employ, cause","¨Ï","²¨¤h","shi 3","sÜÆ±","","","","","","","su`'", 479," 23.3, 57.3","","Also read *srôý-s, MC sÜÆÛ, Mand. shiÛ, Viet. su±' 'envoy, ambassador'.","0975 n",1631
 737,"","","¨Ð","","lao","","","","","","","","",   0,"","","","",   0
 738,"koÑ","to furnish, provide, carry out, execute","¨Ñ","","gong 1","kÓuÑ","","","","","","","cung", 480,"","","Also read *koÑ-s, MC kÓÛuÑ, Mand. goÛng id.","1182 f",   0
 739,"rats","example; custom [LZ]","¨Ò","","li 4","leÛj","","","","","","","le^Ü", 481,"","","For *r- cf. Xiamen le\H6\h, Chaozhou li\H6\h, Fuzhou lie\H6\h.","0291 h",   0
 740,"rõ","to come; wheat (Triticum aestivum)","¨Ó","¸¨«s","lai 2","lÿj","","","","ÁÆ1","jÆ1","ja6","laÜi", 482," 30.2_, 33.3_, 35.6, 58.1, 58.2","","There must have existed an OC variant *rõ-s, reflected in some Shijing  rhymes, as well as in Viet. laÜi (a colloquial form; standard Sino-Viet. is  lai). For OC *r- cf. Min forms: Xiamen, Chaozhou lai2, Fuzhou li2, Jianou l½2, lai9, Jianyang le2, Shaowu li2. With the meaning 'Triticum' the graph was probably read *mrõk, being just a variant of  ³Á q.v.","0944 a-e", 635
 741,"kh°ný","straight-forward [LZ]","¨Ô","","kan 3","kha^±n","","","","","","","",   0,"","","Also read *kh°ný-s, MC kha^Ûn, Pek. kaÛn id.","0141 a-c",   0
 742,"pr°k"," = ¦Ê q.v.","¨Õ","³Õ­¯","bai 3","p²Üik","","","","","","","",   0,"","","A later specialization of ¦Ê '100' (attested since Qing).","",   0
 743,"peÑý-s","side by side [LZ]","¨Ö","","bing 4","pjeÛÑ","","","","","","","", 483,"","","Also red *b¹Ñý, MC bi±eÑ id.","0824 d",   0
 744,"thajý","be great, large; extravagant, overbearing","¨×","","chi 3","c±he±","","","","","","","",   0,"","","","0003 i",   0
 745,"bõ(k)s","to hang on the belt; belt pendant","¨Ø","","pei 4","boÛj","","","","","","","", 484,"","","For *b- cf. Fuzhou puoi\H6\h, Chaozhou pue\H4\h; modern peÛi is quite irregular.","0951 a-c",   0
 746,"Ð(h)¹w","be coming and going","¨Ù","","tiao 2","diew","","","","","","","",   0,"","","Also read *Ð(h)¹wý, MC di±ew id.; during Late Zhou used for *Ð(h)¹w, *Ì(h)¹w 'usurp; frivolous, reckless'.","1145 n",   0
 747,"run","to think, ponder [Han]","¨Ú","","lun 2","lwin","","","","","","","",   0,"","","A late attested (but graphically primitive) variant of ½×.","0470 a",   0
 748,"lit ( Ú Ð-, -ô-)","row of pantomime [LZ]","¨Û","","yi 4","jit","","","","","","","",   0,"","","","0397 a",   0
 749,"to","dwarf [LZ]","¨Ü","","zhu 1","c±ò","","","","","","","",   0,"","","","0128 d",   0
 750,"wôýs","to offer, sacrifice; offer a drink, encourage to drink","¨Ý","","you 4","øôÛw","","","","","","","",   0,"","","Sch.: perhaps same word as ¦ö ('to help').","",   0
 751,"th°(k)s (Úsl(h)-,Ì(h)-)","rabbit, hare","¨ß","´ö¬G","tu 4","thoÛ","","","","tho4-","tho4-","tho4-","tho`", 485," 7.1, 7.2, 7.3","¨ßÃ~¤]¶H¨ß½õ«á¨ä§À§Î¨ßÀY»P###ÀY¦P¤Z¨ß¤§ÄÝ¬Ò±q¨ß. [472]","Cf. PA *t`oßÛgsu 'hare'.","0063 a-b",   0
 752,"Ñe","child","¨à","","er 2","n±e","","","","","","","nhi", 486,"","","For unaspirated *Ñ cf. Xiamen úi\H2\h, Chaozhou zi\H2\h, Fuzhou i\H2\h.","0873 a-d",2498
 753,"lhijý","wild water buffalo, water buffalo [Sch. according to Lefeuvre; traditionally translated as "rhinoceros"]","¨á","®}©n","si 4","zji±","","","","","","","",   0," 3.3","ª¬¦p³¥¤û¦Ó«C.¶H§Î.","","0556 a",   0
 754,"rhaÑý","a pair, two","¨â","¨}¼ú","liang 3","la±Ñ","riyau","riyau","ryÒ;futatsu","no2","no2","no2","laÜng", 487," 12.1, 45.1, 45.2","","For *rh cf. Xiamen nÑ\H6\h, Chaozhou no\H4\h, Fuzhou laÑ\H6\h. Also read *raÑ-s 'a carriage' (the Min dialects point here to *r-, not  *rh- - thus the derivation of this word from *rhaÑý as "a pair of wheels" is  not certain - moreover, the Chaozhou reading ni~e~\H2\h here points to lack of *-ý in the original form; see ½ø). Since Han time the word was used also for the name of a measure of weight (about 31 grams), whence Viet. laÜng 'tael'. Standard Sino-Viet. is lu'o~'ng.","0736 a-b", 859
 755,"go-s","to hoard; be complete, be together; provide, arrange","¨ã","","ju 4","gòÛ","","","","","","","", 488,"","","For *g- cf. Xiamen ku\H6\h, Chaozhou ku\H4\h, Fuzhou kÓò\H6\h, Jianou kò\H8\h.","0121 a-c",   0
 756,"gô","this; his, her, its, their","¨ä","´ë¤§","qi 2","gÆ","","","","","","","", 489," 2.1, 6.1, 6.2, 6.3, 9.2, 9.3, 10.1, 10.2, 14.2, 14.3, 15.3, 19.1, 19.2, 19.3, 20.1, 20.2, 20.3, 22.1, 22.2, 22.3, 24.3, 25.1, 27.1, 27.2, 27.4, 28.1, 28.3, 28.4, 30.4, 31.1, 31.3, 32.4, 33.1, 33.2, 34.2, 35.2, 35.3, 35.4, 37.2, 41.1, 41.2, 41.3, 42.1, 42.2, 44.1, 44.2, 47.2, 47.3, 50.2, 51.2, 54.3, 54.4, 57.1, 58.3, 58.4","","For initial *g- cf. Min forms: Xiamen, Fuzhou ki\H2\h, Jianou ki\H2\h, k½\H2\h (Chaozhou khi\H2\h is secondary). In early inscriptions *gô is more frequently used as a modal predicate: "might, will, probably, likely", but it is normally used as a pronoun in Shijing and Shujing. There also exists a variant reading *kô-s, MC kÆÛ (FQ JY ©~¦O), Mand. jiÛ 'this, that' (occurring rarely, and with not very clear syntactic functions). Finally, there is a reading *kô, MC kÆ (FQ ©~¤§), Mand. jÅ, used as a final prosodic (originally pronominal?) particle - also rather rare.","0952 a-e",2181
 757,"tõrý","to direct","¨å","","dian 3","ti±en","","","","","","","", 490,"","","","0476 a-c",   0
 758,"rhat","be cold, cool","¨æ","","lie 4","let","","","","","","","re±t",   0,"","","(Sch.: perhaps same word as ¯P 'burning sensation > cold'). Used also within the die-sheng ®ß¨æ *rhit-rhat 'be cold'. Viet. re±t is an archaic loan; standard Sino-Viet. is lie^Üt.","0291 b",   0
 759,"g(h)õm","to contain; container, box","¨ç","","han 2","Áÿm","","","","","","","hoÛm", 491,"","","Regular Sino-Viet. is haÛm.","0643 a-f",2567
 760,"khõk","to engrave, cut, injure","¨è","","ke 4","khÿk","","","","","","","khaß±c", 492,"","","Also used to denote a short time period (quarter of an hour), originally  "a cut, notch". In Viet. there is also a colloquial loan: kha^±c 'notch, nick'.","0937 v",   0
 761,"kh÷an-s","bond, deed, consisting of two halves (wooden parts) [LZ]","¨é","","quan 4","khwôÛn","","","","","","","",   0,"","","The series is basically in *-en, thus a reconstruction *kh÷ren-s is not excluded (with irregular MC khwôÛn instead of normal *khweÛn).","0226 l",2359
 762,"srot","to rub, scrape [L.Zhou]","¨ê","","shua 1","sÜwet","","","","","","","loa±t", 493,"","","A later semantic development is 'to smear, paint > print'; Viet. loa±t 'to  print' apparently reflects some dialectal form without *s- (which would yield a MC form like lwet). Guangyòn has both MC sÜwet and sÜw²Üt (reflecting a  neutralisation of -et and -²Üt after retroflex initials, especially in  labialised syllables).","0298 a",1578
 763,"c±heks","to prick, pierce, stab","¨ë","¤C½ç","ci 4","chjeÛ","","","","c±hi3","c±hi3","che3","chi±ch", 494,"","","Also read *c±hek, MC chjek (FQ ¤C¸ñ), Mand. qÅ id. Viet. chi±ch ( < MC chjek) is  colloquial; the regular Sino-Viet. forms are thi±ch ( < chjek) and thu±' ( <  chjeÛ).","0868 d",   0
 764,"t°wýs","to go to, arrive","¨ì","","dao 4","ta^Ûw","","","","","","","d_a±o", 495,"","","","1132 a-b", 875
 765,"k÷r°t","to scrape, polish [L.Zhou]","¨í","¥j**","gua 1","k÷aÜÜt","","","","kua4","kua5","qo~4, ?ua2","", 496,"","","","0302 n",2279
 766,"kets","to cut out, formulate; restrict, train","¨î","","zhi 4","c±eÛj","","","","","","","che^±", 497,"","","Also means 'mourning (for parents)' - because of the specially cut  mourning clothes.","0335 a",   0
 767,"tÒj-s","to mince, chop [Tang]","¨ï","³£**","duo 4","twa^Û","","","","to~2","tuo3","to2","",   0,"","","","",   0
 768,"g(h)õk","to accuse, demand satisfaction [Han]","¨ð","","he 2","Áÿk","","","","","","","haÜch",   0,"","","Also read *g(h)õk-s, MC Á«Ûj id. In Viet. also read haÜßc.","0937 x",   0
 769,"cut","to finish, end, exhaust","¨ò","¤l¦Ö","zu 2","cjwit","","","","","","","cho±t", 498," 29.4_","","In L.Zhou used also for *cñt, MC cot (FQ »N¨S), Pek. zu± 'soldier' (which, in the later meaning of 'chess pawn' was borrowed in Viet. as cho^±t); *shñt, MC chot 'brusque'. A still later (Han) reading is *shñt, MC chot (FQ ­Ü¨S), Mand. cuÛ, Viet. choÜ't 'sudden(ly)' (cf. also Viet. thoaÜt 'as soon as', thoaß±t 'quickly, suddenly'). Regular Sino-Vietnamese forms are: to^±t (for MC cjwit), tho^±t (for MC chot).","0490 a",2657
 770,"shñt","sudden(ly)","¨ò","","cu 4","chot","","","","","","","",   0,"","","See ¨ò 'finish, exhaust'","",1270
 771,"shñt","brusque [LZ]","¨ò","¤l¦Ö","cu 4","chot","","","","","","","",   0,"","","See ¨ò 'finish, exaust'.","0490 a",1272
 772,"g(h)¹p","to adjust, harmonize; name for the East wind","¨ó","","xie 2","Áiep","","","","","","","", 499,"","","","0639 b-c",   0
 773,"tr°k÷","be splendid, great","¨ô","","zhuo 2","tÜaÜuk","","","","","","","tra±c",   0,"","","In Early Zhou texts written with the 9th radical ¤H.","1126 a",   0
 774,"pe","be low, humble","¨õ","©²²¾","bei 1","pje","","","","","","","", 500,"","","","0874 a-b",   0
 775,"k÷r¹s","trigram, hexagram (used in divination)","¨ö","","gua 4","kw²ÜÛ","","","","","","","que`", 501,"","","Attested already in Yijing, but absent from Schòssler's dictionary. Standard Sino-Viet. is qua±i.","0879 s",   0
 776,"k÷rený","to roll, roll over, turn over","¨÷","©~Âà","juan 3","kwe±n","","","","","","kui~4","cuo^±n", 502," 3.1, 26.3_","½¥¦±¤].±q**.###Án. [431]","The word occurs only within one rhyming sequence in *-aný, but both xiesheng and external  parallels are in favour of reconstructing *-ený. Used also within the binome ¨÷¦Õ *k÷rený nôý  'cocklebur' (Xanthium strumarium) ("bent ears").        Also read *k÷rený-s, MC kweÛn (FQ ©~­Â), Mand. juaÛn 'reel, coil, volume'; *g(h)÷ren, MC gwen (FQ  ¥¨­û), Mand. qua±n 'be bent, curved, curled; handsome, beautiful'.       In the latter meaning the word is written as ñ» in Shijing.       In Vietnamese colloquial readings are cuo^±n, cuo^Ün, quaßn, quaß±n, quaßÜn and qua^±n; literary   (Sino-Viet.) - quye^`n and quye^Ûn (the latter - for MC gwen).","0226 a",2280
 777,"","","¨ø","","xie","","","","","","","","", 503,"","","","",   0
 778,"swhit","solicitude, care about [LZ]","¨ù","","xu 4","sjwit","","","","","","","",   0,"","","Also read *swhõt, MC sot 'rub, brush'.","0410 f-h",   0
 779,"c±hoý","to take, accept; collect (payment)","¨ú","","qu 3","chjò±","","","","","","","", 504,"","","Also read *c±hÒý, MC ch«±w id.; *c±hoý-s, MC chjòÛ, Pek. quÛ 'to take wife'.","0131 a-d",1398
 780,"tik÷ (Ú-uk)","third to second-to-last of brothers, junior","¨û","¦¡¦Ë","shu 2","s±òk","","","","","","","thu±c", 505," 37.1, 37.3, 37.4","","Also used for a homonymous *tik÷ (Ú*tuk) 'gather; harvest'. For *t- cf. Min forms: Xiamen cik\H7\h, Chaozhou cek\H7\h.","1031 b-d",1067
 781,"d(h)uý","to receive, accept","¨ü","´Þ¨»","shou 4","ú±ô±w","","","","","","","thuÜ", 506," 26.4","","","1085 a-c", 465
 782,"môts","taste [LZ]","¨ý","µLªm","wei 4","mwÆÛj","mi","bi","mi+;aji+;ajiwau+","","","","muÛi", 507,"","","Standard Sino-Viet. is viÜ. Since the Chinese word also means (in later  times) 'interest', Viet. muo^±i 'interesting' may be traced back to the same  source. For *m- cf. Xiamen, Chaozhou bi\H6\h, Fuzhou muoi\H6\h, Jianou mi\H6\h.","0531 g", 140
 783,"x°j","scold (LZ)","©?","","he 1","xa^","","","","","","","",   0,"","","","0001 j",   0
 784,"","","©@","","ka","","","","","","","","",   0,"","","","",   0
 785,"","","©A","","pei","","","","","","","","",   0,"","","","",   0
 786,"","","©B","","gu","","","","","","","","",   0,"","","","",   0
 787,"ú±(h)aý","chew [LZ]","©C","","ju 4","újÓ±","","","","","","","",   0,"","","","0046 u",1389
 788,"slôn","to chant, drone [LZ]","©D","","shen","s±in","","","","","","","",   0,"","","","0385 g",   0
 789,"xr°p","to gulp [Han]","©E","©I¥Ò","xia 1","xaÜp","kefu","kafu","kyÒ;kÒ;aoru","","","","",   0,"","","","",   0
 790,"tñt [LZ]","","©F","","duo 4","tot","","","","","","","",   0,"","","","0496 h",   0
 791,"","","©G","","zhou","","","","","","","","",   0,"","","","",   0
 792,"","","©H","","pao","","","","","","","","",   0,"","","","",   0
 793,"sw°","to call, shout; call on, ask","©I","","hu 1","xo","","","","","","","hoÛ", 508,"","","Also read *sw°-s, MC xoÛ id. Regular Sino-Viet. is ho^.","0055 h-i",   0
 794,"","","©J","","fu","","","","","","","","",   0,"","","","",   0
 795,"k÷°","be wailing","©K","","gu 1","ko","","","","","","","",   0,"","","","0041 b",   0
 796,"nrñ","be disorderly, clamoring","©L","","nao 2","nÜaÜw","","","","","","","",   0,"","","Also written with the "heart" radical. Probably related to ¾x q.v.","",   0
 797,"gh÷°j","be harmonious, concordant, well blended","©M","¤á¤à","he 2","Áwa^","wa","kuwa","wa;yawaragu;yawarageru;nagomu;nagoyaka","","","","hoÛa", 509,"","","For *gh÷- cf. Jianou o\H2\h. Also read *gh÷°j-s, MC Áwa^Û, Mand. heÛ, Viet. hoÜa 'to respond in singing, join in'. In Viet. cf. perhaps also huÛa 'to follow, imitate'.","0008 e-j",   0
 798,"","","©N","","dong","","","","","","","","",   0,"","","","",   0
 799,"n(h)rôj","wool, felt [Song]","©O","","ni 2","nÜi","","","","","","","ni`",   0,"","","The character is attested only since Tang; besides the meaning 'wool, felt', it is also used as an onomatopoeic word (for birds' chirping), as well as (with a reading Mand. ne, Viet. ne^) as a phrase-final interrogative particle. Viet. ni` is colloquial; the standard Sino-Viet. reading is ni.","",   0
 800,"tu","to encircle; circle, bend (of the road); everywhere","©P","Â¾¬y","zhou 1","c±ôw","","","","","","","", 510," 3.1","±K¤].±q¥Î¤f. [58]","The rhymes in Shijing are contraversial and make us suspect that the word originally had two readings:       a) *tu with the meaning 'curve (of the road), circle (of the road)' (cf. the rhyme in 123.2);       b) *tiw with the meaning 'Zhou' (territory, state and dynasty) (cf. the rhyme in 153.2).       The latter meaning was probably the original meaning of the graph (although the Shuowen gloss is somewhat obscure), and it explains why the ©P series basically contains *-iw-words, as well as the loan-usage of ©P instead of ±n *tÅw 'carve' in early inscriptions (see Schòssler 128). The former meaning (etymologically probably = ¦{¬w *tu q.v.) led to occasional confusion of the signs ©P and ¦à *tu in Shijing, as well as to the presence of some *-u-words in the ©P phonetic series. For etymology see ¦{ (cf. especially Tib. lam-mdo 'end of the road or its juncture with another' = OC ¹D©P).","1083 a-e",2744
 801,"ú±(h)r°ks","hurriedly, suddenly [LZ]","©Q","","zha 4","úÜaÜÛ","","","","","","","",   0,"","","= ¥E","0806 f",   0
 802,"mriÑs","to order, command, appoint; order, degree, charge, mandate","©R","¬Ü¯f","ming 4","m²ÛiÑ","","","","","","","maÜng", 511," 21.1, 21.2, 50.3, 51.3_","","Also used metaphorically: '(heavenly) order' > 'fate, lot, life'. Viet.  maÜng is colloquial; standard Sino-Viet. is me^Ünh. Min forms reflect *m-: Xiamen mia\H6\h, biÑ\H6\h, Chaozhou mia\H6\h, Fuzhou, Jianou miaÑ\H6\h. The word regularly rhymes in *-in(h) in Shijing, hence the reconstruction *mriÑ-s for Early Zhou.","0762 a-b", 147
 803,"ghuý","blame, fault","©S","","jiu 4","gô±w","","","","","","","",   0,"58.2","","For *gh- cf. Fuzhou kheu\H5\h (reflecting *ghuý-s).","1068 a-b",   0
 804,"k°(ý)-s","secure, make sure; strong, firm","©T","","gu 4","koÛ","","","","","","","", 512,"","","","0049 f",   0
 805,"","","©U","","la","","","","","","","","",   0,"","","","",   0
 806,"","","©V","","ke","","","","","","","","",   0,"","","","",   0
 807,"bhreÑ","plain [Han]","©W","","ping 2","b²iÑ","","","","","","","", 513,"","","For *bh cf. Xiamen phiÑ\H2\h, Chaozhou phi~a~\H2\h, pheÑ\H2\h. Etymologically obviously = ¥­ q.v.","",   0
 808,"","","©X","","gan","","","","","","","","",   0,"","","","",   0
 809,"","","©Y","","po","","","","","","","","", 514,"","","","",   0
 810,"th°ný","level; at ease","©Z","","tan 3","tha^±n","","","","","","","", 515,"","","","0149 d",1025
 811,"khñn ( Ú -r)","earth [LZ]","©[","","kun 1","khon","","","","","","","", 516,"","","","0421 a",   0
 812,"thr°k","to split, rend","©\","","che 4","ÞhaÜik","","","","","","","",   0,"","","Also read ceÛ in Mand.","0792 d",1061
 813,"lia-s","night","©]","¦ÏÁÂ","ye 4","jaÛ","","","","","","","daÜ", 517," 13.3, 17.1_, 21.1, 58.5","ªÙ¤].¤Ñ¤U¥ðªÙ.±q¤i.¥ç¬ÙÁn. [315]","","0800 j-k",1412
 814,"bhoÑý","hold with both hands;hold up,present,receive","©^","","feng 4","bÓ±uÑ","","","","","","","bo^Ûng", 518,"","","Also read MC phÓ±uÑ, OC *phoÑý id. There are several related characters:  ±· peöng, MC phÓ±uÑ, OC *phoÑý 'to hold up with both hands' (attested since  L. Chou), as well as áê fe±ng, MC bÓuÑ, OC *bhoÑ id. (attested since Han).  Although the latter MC reading is attested only in Jiyòn, it is supported by  Fuchou phuÑ\H2\h (pointing to *bh-) and by the Vietnamese loanword bo^Ûng 'to  carry (a child) in one's arms' (note that the literary Sino-Viet. reading of  ©^ is phuÜng). A very similar form is Viet. bu'ng 'to carry with both hands',  possibly reflecting a variant *phoÑ (with even tone?).","1197 |z-a ±", 283
